Max,Generations,Min,Avg,Std,Available
7.900000000000000000e+01,5.100000000000000000e+01,6.400000000000000000e+01,7.073000000000000398e+01,4.999710000000000321e+00,8.900000000000000000e+01
7.900000000000000000e+01,5.200000000000000000e+01,6.400000000000000000e+01,7.125000000000000000e+01,4.960589999999999833e+00,8.900000000000000000e+01
8.000000000000000000e+01,5.300000000000000000e+01,6.500000000000000000e+01,7.228000000000000114e+01,4.749909999999999854e+00,8.900000000000000000e+01
8.000000000000000000e+01,5.400000000000000000e+01,6.500000000000000000e+01,7.334000000000000341e+01,4.074849999999999639e+00,8.900000000000000000e+01
8.000000000000000000e+01,5.500000000000000000e+01,6.600000000000000000e+01,7.376000000000000512e+01,3.747320000000000206e+00,8.900000000000000000e+01
8.000000000000000000e+01,5.600000000000000000e+01,6.700000000000000000e+01,7.448000000000000398e+01,3.154300000000000104e+00,8.900000000000000000e+01
8.000000000000000000e+01,5.700000000000000000e+01,7.100000000000000000e+01,7.526000000000000512e+01,2.435649999999999871e+00,8.900000000000000000e+01
8.000000000000000000e+01,5.800000000000000000e+01,7.400000000000000000e+01,7.596999999999999886e+01,2.012239999999999807e+00,8.900000000000000000e+01
8.000000000000000000e+01,5.900000000000000000e+01,7.400000000000000000e+01,7.629000000000000625e+01,2.026299999999999990e+00,8.900000000000000000e+01
8.000000000000000000e+01,6.000000000000000000e+01,7.400000000000000000e+01,7.657999999999999829e+01,1.975749999999999895e+00,8.900000000000000000e+01
8.000000000000000000e+01,6.100000000000000000e+01,7.400000000000000000e+01,7.689000000000000057e+01,1.832459999999999978e+00,8.900000000000000000e+01
8.000000000000000000e+01,6.200000000000000000e+01,7.400000000000000000e+01,7.737000000000000455e+01,1.533979999999999899e+00,8.900000000000000000e+01
8.000000000000000000e+01,6.300000000000000000e+01,7.500000000000000000e+01,7.784999999999999432e+01,1.042829999999999924e+00,8.900000000000000000e+01
8.000000000000000000e+01,6.400000000000000000e+01,7.800000000000000000e+01,7.818999999999999773e+01,5.421249999999999680e-01,8.900000000000000000e+01
8.000000000000000000e+01,6.500000000000000000e+01,7.800000000000000000e+01,7.823000000000000398e+01,5.806029999999999802e-01,8.900000000000000000e+01
8.000000000000000000e+01,6.600000000000000000e+01,7.800000000000000000e+01,7.828000000000000114e+01,6.337190000000000323e-01,8.900000000000000000e+01
8.000000000000000000e+01,6.700000000000000000e+01,7.800000000000000000e+01,7.832999999999999829e+01,6.790429999999999522e-01,8.900000000000000000e+01
8.000000000000000000e+01,6.800000000000000000e+01,7.800000000000000000e+01,7.834999999999999432e+01,6.982120000000000548e-01,8.900000000000000000e+01
8.000000000000000000e+01,6.900000000000000000e+01,7.800000000000000000e+01,7.842000000000000171e+01,7.372919999999999474e-01,8.900000000000000000e+01
8.000000000000000000e+01,7.000000000000000000e+01,7.800000000000000000e+01,7.846999999999999886e+01,7.410130000000000328e-01,8.900000000000000000e+01
8.000000000000000000e+01,7.100000000000000000e+01,7.800000000000000000e+01,7.851000000000000512e+01,7.549169999999999492e-01,8.900000000000000000e+01
8.000000000000000000e+01,7.200000000000000000e+01,7.800000000000000000e+01,7.859000000000000341e+01,7.758220000000000116e-01,8.900000000000000000e+01
8.000000000000000000e+01,7.300000000000000000e+01,7.800000000000000000e+01,7.870000000000000284e+01,8.062259999999999982e-01,8.900000000000000000e+01
8.000000000000000000e+01,7.400000000000000000e+01,7.800000000000000000e+01,7.893000000000000682e+01,8.031810000000000338e-01,8.900000000000000000e+01
8.000000000000000000e+01,7.500000000000000000e+01,7.800000000000000000e+01,7.918000000000000682e+01,7.124610000000000110e-01,8.900000000000000000e+01
8.000000000000000000e+01,7.600000000000000000e+01,7.900000000000000000e+01,7.939000000000000057e+01,4.877500000000000169e-01,8.900000000000000000e+01
8.000000000000000000e+01,7.700000000000000000e+01,7.900000000000000000e+01,7.942000000000000171e+01,4.935579999999999967e-01,8.900000000000000000e+01
8.000000000000000000e+01,7.800000000000000000e+01,7.900000000000000000e+01,7.946999999999999886e+01,4.990990000000000149e-01,8.900000000000000000e+01
8.000000000000000000e+01,7.900000000000000000e+01,7.900000000000000000e+01,7.954000000000000625e+01,4.983969999999999789e-01,8.900000000000000000e+01
8.000000000000000000e+01,8.000000000000000000e+01,7.900000000000000000e+01,7.965999999999999659e+01,4.737089999999999912e-01,8.900000000000000000e+01
8.000000000000000000e+01,8.100000000000000000e+01,7.900000000000000000e+01,7.971999999999999886e+01,4.489989999999999815e-01,8.900000000000000000e+01
8.000000000000000000e+01,8.200000000000000000e+01,7.900000000000000000e+01,7.982999999999999829e+01,3.756329999999999947e-01,8.900000000000000000e+01
8.000000000000000000e+01,8.300000000000000000e+01,7.900000000000000000e+01,7.990999999999999659e+01,2.861819999999999919e-01,8.900000000000000000e+01
8.000000000000000000e+01,8.400000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,8.500000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,8.600000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,8.700000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,8.800000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,8.900000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,9.000000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,9.100000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,9.200000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,9.300000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,9.400000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,9.500000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,9.600000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,9.700000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,9.800000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,9.900000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.010000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.020000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.030000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.040000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.050000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.060000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.070000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.080000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.090000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.100000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.110000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.120000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.130000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.140000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.150000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.160000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.170000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.180000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.190000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.200000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.210000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.220000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.230000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.240000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.250000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.260000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.270000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.280000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.290000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.300000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.310000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.320000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.330000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.340000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.350000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.360000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.370000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.380000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.390000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.400000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.410000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.420000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.430000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.440000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.450000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.460000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.470000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.480000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.490000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.500000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.510000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.520000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.530000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.540000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.550000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.560000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.570000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.580000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.590000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.600000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.610000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.620000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.630000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.640000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.650000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.660000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.670000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.680000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.690000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.700000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.710000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.720000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.730000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.740000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.760000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.770000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.780000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.790000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.800000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.810000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.820000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.830000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.840000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.850000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.860000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.870000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.880000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.890000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.900000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.910000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
8.000000000000000000e+01,1.920000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,8.900000000000000000e+01
